Model loaded successfully from 'datasets/dummy9.txt'
T=10.0, cost=17479.369269332183
***NEW BEST = 4282.959432180865***
***NEW BEST = 4254.862599392715***
***NEW BEST = 4204.289306866624***
***NEW BEST = 4158.899856313157***
***NEW BEST = 4155.535665709045***
***NEW BEST = 4151.027764504883***
***NEW BEST = 4149.295010831837***
***NEW BEST = 4145.616499012874***
***NEW BEST = 4144.076947468005***
***NEW BEST = 4111.161103280146***
***NEW BEST = 4086.702381216627***
***NEW BEST = 4064.8674597890495***
***NEW BEST = 4047.2237373102644***
***NEW BEST = 4028.6192854396613***
***NEW BEST = 4020.521446764***
***NEW BEST = 3993.609078068712***
***NEW BEST = 3987.889866301789***
***NEW BEST = 3984.9886416871914***
***NEW BEST = 3978.1357195038536***
***NEW BEST = 3962.3308468635996***
***NEW BEST = 3960.135272399617***
***NEW BEST = 3916.3589460856347***
***NEW BEST = 3833.6426225928435***
***NEW BEST = 3821.125881537374***
***NEW BEST = 3808.8049258946685***
***NEW BEST = 3761.9613915825375***
***NEW BEST = 3742.548173538544***
***NEW BEST = 3727.81371030171***
***NEW BEST = 3717.0185681135845***
***NEW BEST = 3710.6417367828963***
***NEW BEST = 3708.3165798117034***
***NEW BEST = 3675.1966939387407***
***NEW BEST = 3665.3148350715***
***NEW BEST = 3654.9988055054237***
***NEW BEST = 3624.5316858280366***
***NEW BEST = 3584.3323944806502***
***NEW BEST = 3576.3882941279016***
***NEW BEST = 3549.154879735605***
***NEW BEST = 3541.950085598004***
***NEW BEST = 3539.1100464291***
***NEW BEST = 3528.1752278830495***
***NEW BEST = 3496.1880200265446***
***NEW BEST = 3485.386918320353***
***NEW BEST = 3480.6102559373667***
***NEW BEST = 3467.112491007897***
***NEW BEST = 3455.7489618704526***
***NEW BEST = 3431.6529106051903***
***NEW BEST = 3416.634929703401***
***NEW BEST = 3399.338087531039***
***NEW BEST = 3387.66542296183***
***NEW BEST = 3384.2782352457907***
***NEW BEST = 3379.3641539744604***
***NEW BEST = 3367.4820659141924***
***NEW BEST = 3355.200408193536***
***NEW BEST = 3332.218514383492***
***NEW BEST = 3330.066398299997***
***NEW BEST = 3324.7902614017858***
***NEW BEST = 3320.4151662073245***
***NEW BEST = 3320.17033975184***
***NEW BEST = 3308.4136749992213***
***NEW BEST = 3300.8056580847096***
***NEW BEST = 3297.76918760467***
***NEW BEST = 3297.699398064179***
***NEW BEST = 3281.043448340035***
***NEW BEST = 3262.511435231193***
***NEW BEST = 3262.4416456907015***
***NEW BEST = 3261.762593800506***
***NEW BEST = 3257.452299282125***
***NEW BEST = 3253.686514392824***
T=9.8, cost=3257.452299282125
***NEW BEST = 3229.4357604285888***
***NEW BEST = 3228.4049898931944***
***NEW BEST = 3205.3033663258384***
***NEW BEST = 3175.126470199738***
***NEW BEST = 3160.3975543193937***
***NEW BEST = 3155.816198185302***
***NEW BEST = 3118.1733077356594***
***NEW BEST = 3095.719557088383***
***NEW BEST = 3083.5289939273066***
***NEW BEST = 3082.3372057187853***
T=9.604000000000001, cost=3244.874528159229
T=9.41192, cost=3127.8232125358554
***NEW BEST = 3081.324503520759***
***NEW BEST = 3075.8976238219193***
***NEW BEST = 3064.7749283881417***
***NEW BEST = 3059.699471246827***
T=9.2236816, cost=3103.491122890627
***NEW BEST = 3058.5220119556857***
***NEW BEST = 3049.4244431247794***
T=9.039207968000001, cost=3086.9705048172527
***NEW BEST = 3047.523305725019***
***NEW BEST = 3035.769014216202***
***NEW BEST = 3029.974590664746***
***NEW BEST = 3018.4106475008157***
***NEW BEST = 2996.4901459795374***
***NEW BEST = 2974.642769414115***
***NEW BEST = 2956.5623594290564***
***NEW BEST = 2953.3871301265244***
***NEW BEST = 2935.1736966224153***
***NEW BEST = 2934.523989847671***
T=8.858423808640001, cost=3001.4008245205796
T=8.6812553324672, cost=2949.2070254450346
***NEW BEST = 2932.8074117678984***
T=8.507630225817856, cost=3017.10494998724
T=8.337477621301499, cost=2985.9117644616454
T=8.17072806887547, cost=3001.383896186492
T=8.00731350749796, cost=2970.461735545294
T=7.847167237348001, cost=2953.773112026781
T=7.690223892601041, cost=2967.404405559965
***NEW BEST = 2928.535837779569***
***NEW BEST = 2925.394837446477***
***NEW BEST = 2924.722904474518***
***NEW BEST = 2924.244730555585***
***NEW BEST = 2901.978837453845***
T=7.5364194147490196, cost=2965.4284859892505
T=7.385691026454039, cost=2902.4570113727777
***NEW BEST = 2899.2254478922932***
***NEW BEST = 2898.7472739733594***
T=7.237977205924959, cost=2905.8877094758445
T=7.0932176618064595, cost=2907.909368951561
***NEW BEST = 2890.392214312742***
***NEW BEST = 2889.914040393808***
T=6.95135330857033, cost=2960.5971836761455
T=6.812326242398924, cost=2975.7322632432188
T=6.676079717550945, cost=2911.648039841786
T=6.542558123199926, cost=3019.3740368485155
T=6.411706960735928, cost=3033.970243429688
T=6.283472821521209, cost=2972.1910255615826
T=6.157803365090785, cost=2988.7117081025754
T=6.034647297788969, cost=2964.4862191108723
T=5.91395435183319, cost=2956.549479588153
T=5.795675264796526, cost=2904.4825003118067
T=5.679761759500596, cost=2899.6845373325286
T=5.566166524310584, cost=2902.437926894081
T=5.454843193824373, cost=2902.9849946350487
T=5.345746329947885, cost=2917.0985479246574
T=5.238831403348927, cost=2931.977141466318
T=5.134054775281948, cost=2938.2582296101236
T=5.0313736797763084, cost=2915.8380809524497
T=4.930746206180782, cost=2910.164932184688
T=4.8321312820571665, cost=2919.7892765445167
T=4.735488656416023, cost=2920.970194283852
T=4.640778883287703, cost=2912.2550367978865
T=4.547963305621948, cost=2913.32414956054
T=4.457004039509509, cost=2927.821703671937
T=4.367863958719319, cost=2931.252150155895
T=4.280506679544932, cost=2913.32414956054
T=4.194896545954034, cost=2929.6811180918967
T=4.110998615034953, cost=2930.1830373932416
T=4.028778642734254, cost=2921.547359817674
T=3.948203069879569, cost=2912.2550367978865
T=3.8692390084819777, cost=2913.3569132851117
T=3.791854228312338, cost=2921.437809752697
T=3.7160171437460914, cost=2915.9069747744843
T=3.6416968008711694, cost=2923.9878712420686
T=3.568862864853746, cost=2893.5910140686556
***NEW BEST = 2889.881276669237***
T=3.4974856075566714, cost=2890.35945058817
T=3.427535895405538, cost=2894.6237060620006
T=3.358985177497427, cost=2894.1455321430676
T=3.2918054739474787, cost=2894.1455321430676
T=3.225969364468529, cost=2893.6237777932265
T=3.1614499771791587, cost=2905.327040479743
T=3.0982209776355756, cost=2931.5653917518766
T=3.036256558082864, cost=2889.881276669237
T=2.975531426921207, cost=2893.5910140686556
T=2.9160207983827826, cost=2890.35945058817
T=2.857700382415127, cost=2895.635587486382
T=2.8005463747668244, cost=2893.5910140686556
T=2.744535447271488, cost=2893.5910140686556
T=2.689644738326058, cost=2889.914040393808
T=2.6358518435595366, cost=2897.0544758962924
T=2.5831348066883457, cost=2890.392214312742
T=2.5314721105545788, cost=2889.914040393808
T=2.480842668343487, cost=2890.392214312742
T=2.4312258149766173, cost=2894.6237060620006
T=2.382601298677085, cost=2907.4311950326282
T=2.3349492727035432, cost=2889.881276669237
T=2.2882502872494723, cost=2889.881276669237
T=2.2424852815044827, cost=2897.4998860906553
T=2.197635575874393, cost=2889.881276669237
T=2.153682864356905, cost=2889.881276669237
T=2.110609207069767, cost=2889.881276669237
T=2.0683970229283717, cost=2894.1127684184958
T=2.027029082469804, cost=2890.35945058817
T=1.9864885008204078, cost=2894.5909423374296
T=1.9467587308039997, cost=2890.35945058817
T=1.9078235561879198, cost=2889.881276669237
T=1.8696670850641612, cost=2889.881276669237
T=1.832273743362878, cost=2890.35945058817
T=1.7956282684956204, cost=2889.881276669237
T=1.759715703125708, cost=2890.35945058817
T=1.7245213890631939, cost=2890.35945058817
T=1.69003096128193, cost=2890.35945058817
T=1.6562303420562914, cost=2890.35945058817
T=1.6231057352151654, cost=2890.35945058817
T=1.590643620510862, cost=2890.35945058817
T=1.5588307481006447, cost=2894.1127684184958
T=1.5276541331386317, cost=2889.881276669237
T=1.497101050475859, cost=2893.1128401497217
T=1.467159029466342, cost=2895.157413567448
T=1.437815848877015, cost=2890.35945058817
T=1.4090595318994747, cost=2889.881276669237
T=1.3808783412614851, cost=2895.157413567448
T=1.3532607744362555, cost=2889.881276669237
T=1.3261955589475303, cost=2889.881276669237
T=1.2996716477685797, cost=2889.881276669237
T=1.273678214813208, cost=2890.35945058817
T=1.2482046505169437, cost=2890.35945058817
T=1.2232405575066048, cost=2890.35945058817
T=1.1987757463564725, cost=2889.881276669237
T=1.174800231429343, cost=2889.881276669237
T=1.1513042268007563, cost=2894.1127684184958
T=1.1282781422647412, cost=2889.881276669237
T=1.1057125794194465, cost=2890.35945058817
T=1.0835983278310575, cost=2894.1127684184958
T=1.0619263612744363, cost=2889.881276669237
T=1.0406878340489476, cost=2889.881276669237
T=1.0198740773679686, cost=2890.35945058817
***NEW BEST = 2889.881276669237***
========= SOLUTION ==========
0 0 1.8
0 38 39.4
0 24 79.7
0 15 84.8
0 3 93.0
0 7 100.6
0 4 105.6
1 0 3.1
1 17 68.4
1 50 89.8
1 32 107.8
1 18 124.3
1 11 146.8
1 52 180.0
2 0 24.3
2 23 61.0
2 14 71.2
2 2 88.6
2 10 113.0
2 39 136.6
2 33 151.7
3 0 0.0
3 20 93.7
3 43 97.8
3 30 106.1
3 12 114.6
3 47 121.8
3 48 125.0
4 0 0.0
4 6 49.8
4 28 53.0
4 16 68.0
4 44 84.5
4 37 106.9
4 31 136.7
5 0 21.4
5 27 50.0
5 41 84.7
5 46 96.0
7 0 83.9
7 19 91.0
8 0 0.0
8 45 85.9
8 22 92.2
8 26 100.3
8 51 103.9
8 13 122.9
8 29 130.7
9 0 4.9
9 36 48.9
9 9 61.6
9 42 88.0
9 35 105.9
9 21 120.9
9 34 129.9
10 0 0.0
10 5 34.0
10 40 68.4
10 8 93.2
10 25 106.9
10 49 129.3
10 1 143.5
==========================
========= SOLUTION (description) ==========
Bus 0
	t=1.8	PUB ->  (38) t=39.4
	t=39.4	(38) ->  (24) t=79.7
	t=79.7	(24) ->  (15) t=84.8
	t=84.8	(15) ->  (3) t=93.0
	t=93.0	(3) ->  (7) t=100.6
	t=100.6	(7) ->  (4) t=105.6
	t=105.6	(4) ->  PUB
Bus 1
	t=3.1	PUB ->  (17) t=68.4
	t=68.4	(17) ->  (50) t=89.8
	t=89.8	(50) ->  (32) t=107.8
	t=107.8	(32) ->  (18) t=124.3
	t=124.3	(18) ->  (11) t=146.8
	t=146.8	(11) ->  (52) t=180.0
	t=180.0	(52) ->  PUB
Bus 2
	t=24.3	PUB ->  (23) t=61.0
	t=61.0	(23) ->  (14) t=71.2
	t=71.2	(14) ->  (2) t=88.6
	t=88.6	(2) ->  (10) t=113.0
	t=113.0	(10) ->  (39) t=136.6
	t=136.6	(39) ->  (33) t=151.7
	t=151.7	(33) ->  PUB
Bus 3
	t=0.0	PUB ->  (20) t=93.7
	t=93.7	(20) ->  (43) t=97.8
	t=97.8	(43) ->  (30) t=106.1
	t=106.1	(30) ->  (12) t=114.6
	t=114.6	(12) ->  (47) t=121.8
	t=121.8	(47) ->  (48) t=125.0
	t=125.0	(48) ->  PUB
Bus 4
	t=0.0	PUB ->  (6) t=49.8
	t=49.8	(6) ->  (28) t=53.0
	t=53.0	(28) ->  (16) t=68.0
	t=68.0	(16) ->  (44) t=84.5
	t=84.5	(44) ->  (37) t=106.9
	t=106.9	(37) ->  (31) t=136.7
	t=136.7	(31) ->  PUB
Bus 5
	t=21.4	PUB ->  (27) t=50.0
	t=50.0	(27) ->  (41) t=84.7
	t=84.7	(41) ->  (46) t=96.0
	t=96.0	(46) ->  PUB
Bus 7
	t=83.9	PUB ->  (19) t=91.0
	t=91.0	(19) ->  PUB
Bus 8
	t=0.0	PUB ->  (45) t=85.9
	t=85.9	(45) ->  (22) t=92.2
	t=92.2	(22) ->  (26) t=100.3
	t=100.3	(26) ->  (51) t=103.9
	t=103.9	(51) ->  (13) t=122.9
	t=122.9	(13) ->  (29) t=130.7
	t=130.7	(29) ->  PUB
Bus 9
	t=4.9	PUB ->  (36) t=48.9
	t=48.9	(36) ->  (9) t=61.6
	t=61.6	(9) ->  (42) t=88.0
	t=88.0	(42) ->  (35) t=105.9
	t=105.9	(35) ->  (21) t=120.9
	t=120.9	(21) ->  (34) t=129.9
	t=129.9	(34) ->  PUB
Bus 10
	t=0.0	PUB ->  (5) t=34.0
	t=34.0	(5) ->  (40) t=68.4
	t=68.4	(40) ->  (8) t=93.2
	t=93.2	(8) ->  (25) t=106.9
	t=106.9	(25) ->  (49) t=129.3
	t=129.3	(49) ->  (1) t=143.5
	t=143.5	(1) ->  PUB
==========================================
========= SOLUTION COST ==========
2889.881276669237
==========================================
