Model loaded successfully from 'datasets/dummy15.txt'
T=10.0, cost=3005800.358476538
***NEW BEST = 2816821.9823387256***
***NEW BEST = 2814073.6777627533***
***NEW BEST = 2807537.641127584***
***NEW BEST = 2802977.296658059***
***NEW BEST = 2797094.169529488***
***NEW BEST = 2796093.371903252***
***NEW BEST = 2793835.7364282315***
T=9.039207968000001, cost=2793835.7364282315
***NEW BEST = 2791281.7757011815***
***NEW BEST = 2789746.206375542***
***NEW BEST = 2786409.8131030845***
***NEW BEST = 2785756.7328223176***
***NEW BEST = 2784960.575245723***
***NEW BEST = 2784846.513007187***
***NEW BEST = 2783854.219722546***
T=8.858423808640001, cost=2783854.219722546
***NEW BEST = 2782468.739189429***
***NEW BEST = 2779973.334508286***
***NEW BEST = 2778359.49083973***
***NEW BEST = 2778092.7895044154***
***NEW BEST = 2777519.7507362952***
***NEW BEST = 2773903.405525823***
***NEW BEST = 2772915.3686764445***
***NEW BEST = 2772233.0436039492***
***NEW BEST = 2771398.7979282816***
***NEW BEST = 2768092.266457017***
***NEW BEST = 2767675.941556624***
T=8.6812553324672, cost=2767675.941556624
***NEW BEST = 2767662.6676715314***
***NEW BEST = 2765179.8972518244***
***NEW BEST = 2764588.6943595507***
***NEW BEST = 2760649.9542457955***
***NEW BEST = 2757638.2910407837***
T=8.507630225817856, cost=2757638.2910407837
***NEW BEST = 2756083.4238066087***
***NEW BEST = 2753897.494475933***
***NEW BEST = 2749841.2187422775***
***NEW BEST = 2749400.1951510515***
***NEW BEST = 2747397.3264712766***
***NEW BEST = 2744046.6231622146***
***NEW BEST = 2742736.166237659***
***NEW BEST = 2742458.0111290836***
***NEW BEST = 2741015.6590513024***
***NEW BEST = 2740117.017448821***
***NEW BEST = 2738484.835150218***
***NEW BEST = 2737197.483907249***
***NEW BEST = 2733085.474170179***
***NEW BEST = 2732220.526084475***
T=8.337477621301499, cost=2732220.526084475
***NEW BEST = 2732089.4607473994***
***NEW BEST = 2731853.6738212327***
***NEW BEST = 2731815.4423247958***
***NEW BEST = 2727103.4477356244***
***NEW BEST = 2726848.603732239***
***NEW BEST = 2725481.853524261***
***NEW BEST = 2722033.3853957835***
***NEW BEST = 2719304.4749346273***
***NEW BEST = 2717313.223573604***
***NEW BEST = 2712023.428377844***
T=8.17072806887547, cost=2712023.428377844
***NEW BEST = 2711507.460364581***
***NEW BEST = 2711483.8286001487***
***NEW BEST = 2710653.900284528***
***NEW BEST = 2707891.6264804783***
***NEW BEST = 2704813.2284558434***
***NEW BEST = 2702691.245378468***
***NEW BEST = 2702346.330225134***
***NEW BEST = 2701732.569124505***
***NEW BEST = 2696601.059003278***
T=8.00731350749796, cost=2696601.059003278
***NEW BEST = 2691068.1415601005***
***NEW BEST = 2688406.969169984***
***NEW BEST = 2683765.6690988946***
***NEW BEST = 2683555.7140688947***
***NEW BEST = 2681829.8005234436***
***NEW BEST = 2678900.36388786***
***NEW BEST = 2678582.5926978993***
***NEW BEST = 2677267.7811803357***
***NEW BEST = 2677220.0509533184***
T=7.847167237348001, cost=2677220.0509533184
***NEW BEST = 2675978.8165687895***
***NEW BEST = 2675681.7803129987***
***NEW BEST = 2674860.436852037***
***NEW BEST = 2673205.467138367***
***NEW BEST = 2672233.4456987856***
***NEW BEST = 2668678.127536221***
***NEW BEST = 2668374.277184644***
***NEW BEST = 2668319.9047791837***
***NEW BEST = 2663811.976895722***
***NEW BEST = 2662250.53464578***
***NEW BEST = 2661241.237340307***
T=7.690223892601041, cost=2661241.237340307
***NEW BEST = 2658442.436057817***
***NEW BEST = 2658262.888235415***
***NEW BEST = 2658135.960681675***
***NEW BEST = 2655770.8056128453***
***NEW BEST = 2655188.665082985***
***NEW BEST = 2655150.727630468***
T=7.5364194147490196, cost=2655150.727630468
***NEW BEST = 2653043.1217651265***
***NEW BEST = 2652133.281393899***
***NEW BEST = 2650602.7554595373***
***NEW BEST = 2650064.2033907264***
T=7.385691026454039, cost=2650064.2033907264
***NEW BEST = 2649726.1180513045***
***NEW BEST = 2647955.939024553***
***NEW BEST = 2644605.5360391587***
***NEW BEST = 2644277.748355675***
***NEW BEST = 2643870.3246382023***
***NEW BEST = 2642455.570986725***
T=7.237977205924959, cost=2642455.570986725
***NEW BEST = 2641798.6378842844***
***NEW BEST = 2640179.1619468294***
***NEW BEST = 2640105.1484878305***
***NEW BEST = 2639942.69104475***
T=7.0932176618064595, cost=2639942.69104475
***NEW BEST = 2639733.651326915***
***NEW BEST = 2639328.112748241***
***NEW BEST = 2635763.2257413096***
***NEW BEST = 2633767.2651269357***
T=6.95135330857033, cost=2633767.2651269357
***NEW BEST = 2631430.894033432***
***NEW BEST = 2629534.7110193763***
***NEW BEST = 2629477.1417136756***
***NEW BEST = 2625733.7531028204***
***NEW BEST = 2624666.029801572***
***NEW BEST = 2624661.9636168475***
***NEW BEST = 2623203.9621323757***
T=6.812326242398924, cost=2623203.9621323757
***NEW BEST = 2622251.2375438963***
***NEW BEST = 2622225.482325692***
T=6.676079717550945, cost=2622225.482325692
***NEW BEST = 2620105.553329706***
***NEW BEST = 2619930.2601278536***
***NEW BEST = 2619834.7066704435***
T=6.542558123199926, cost=2619834.7066704435
***NEW BEST = 2618763.7180802347***
T=6.411706960735928, cost=2618763.7180802347
***NEW BEST = 2617976.975565957***
***NEW BEST = 2615148.7085070633***
T=6.283472821521209, cost=2615148.7085070633
***NEW BEST = 2614935.424086595***
***NEW BEST = 2614775.9856102346***
***NEW BEST = 2614515.8489712975***
T=6.157803365090785, cost=2614515.8489712975
***NEW BEST = 2614194.4963128488***
T=6.034647297788969, cost=2614194.4963128488
***NEW BEST = 2613799.56359355***
***NEW BEST = 2612353.669630021***
T=5.91395435183319, cost=2612353.669630021
***NEW BEST = 2610873.357843929***
***NEW BEST = 2610385.943315194***
***NEW BEST = 2610016.981121387***
***NEW BEST = 2609239.009278311***
T=5.795675264796526, cost=2609239.009278311
***NEW BEST = 2608660.661011686***
***NEW BEST = 2608529.817198104***
***NEW BEST = 2607608.4847850655***
***NEW BEST = 2607427.142572559***
***NEW BEST = 2607357.917500917***
***NEW BEST = 2607352.871928263***
T=5.679761759500596, cost=2607352.871928263
***NEW BEST = 2607116.9131771666***
***NEW BEST = 2606579.480337191***
***NEW BEST = 2606509.1698634434***
***NEW BEST = 2605688.3152311915***
T=5.566166524310584, cost=2605688.3152311915
T=5.454843193824373, cost=2605691.6861336604
***NEW BEST = 2604514.242863927***
T=5.345746329947885, cost=2604514.242863927
***NEW BEST = 2604151.0082570575***
***NEW BEST = 2602080.1969327526***
T=5.238831403348927, cost=2602080.1969327526
***NEW BEST = 2601990.544306136***
T=5.134054775281948, cost=2601990.544306136
***NEW BEST = 2601778.6926650745***
T=5.0313736797763084, cost=2601781.1548690936
***NEW BEST = 2601740.107411744***
***NEW BEST = 2601135.3180901175***
T=4.930746206180782, cost=2601135.3180901175
T=4.8321312820571665, cost=2601135.3180901175
***NEW BEST = 2601132.8459890177***
T=4.735488656416023, cost=2601132.8459890177
***NEW BEST = 2600807.808777586***
T=4.640778883287703, cost=2600807.808777586
***NEW BEST = 2600626.5890945233***
T=4.547963305621948, cost=2600626.5890945233
***NEW BEST = 2600507.2250206163***
T=4.457004039509509, cost=2600507.2250206163
T=4.367863958719319, cost=2600507.2250206163
T=4.280506679544932, cost=2600507.2250206163
T=4.194896545954034, cost=2600509.6971217156
T=4.110998615034953, cost=2600509.6971217156
***NEW BEST = 2600166.912346667***
T=4.028778642734254, cost=2600166.912346667
***NEW BEST = 2600036.8620380224***
T=3.948203069879569, cost=2600036.8620380224
T=3.8692390084819777, cost=2600036.8620380224
T=3.791854228312338, cost=2600037.5677727903
T=3.7160171437460914, cost=2600037.5677727903
T=3.6416968008711694, cost=2600037.5677727903
T=3.568862864853746, cost=2600037.5677727903
T=3.4974856075566714, cost=2600037.5677727903
T=3.427535895405538, cost=2600037.5677727903
T=3.358985177497427, cost=2600037.5677727903
T=3.2918054739474787, cost=2600037.5677727903
T=3.225969364468529, cost=2600037.5677727903
T=3.1614499771791587, cost=2600037.5677727903
T=3.0982209776355756, cost=2600037.5677727903
T=3.036256558082864, cost=2600037.5677727903
***NEW BEST = 2599889.660734741***
T=2.975531426921207, cost=2599889.660734741
T=2.9160207983827826, cost=2599889.660734741
***NEW BEST = 2599610.6590398173***
T=2.857700382415127, cost=2599610.6590398173
T=2.8005463747668244, cost=2599610.6590398173
T=2.744535447271488, cost=2599610.6590398173
***NEW BEST = 2599610.6590398173***
========= SOLUTION ==========
0 0 7998.0
0 376 8345.9
0 78 8524.2
0 116 8671.8
0 269 8809.6
0 344 9132.2
1 0 5435.3
1 496 6051.7
1 151 6592.9
1 383 7253.0
1 491 7885.9
1 416 7953.0
2 0 7998.0
2 338 8529.5
2 317 8632.4
2 221 8821.5
2 354 9318.5
2 106 9785.8
3 0 5224.1
3 95 6012.0
3 42 6462.2
3 233 6545.2
3 18 7002.7
3 421 7637.9
4 0 7998.0
4 239 8491.7
4 355 8949.0
4 321 9492.1
4 406 10255.6
4 172 10593.9
5 0 5925.4
5 430 6058.0
5 297 6307.2
5 281 6494.0
5 487 6804.5
5 97 7299.8
6 0 7998.0
6 47 8858.9
6 384 9384.4
6 131 9672.5
6 418 10404.7
6 484 10826.8
7 0 7998.0
7 109 8702.7
7 287 9396.0
7 463 9981.6
7 255 10674.6
7 128 11371.9
8 0 5040.6
8 135 5530.1
8 150 5918.0
8 301 6584.2
8 31 7401.2
8 55 7902.6
9 0 4844.6
9 279 5594.2
9 103 5798.1
9 174 6293.7
9 389 6933.3
9 347 7476.0
10 0 5549.3
10 250 6364.0
10 286 6594.3
10 410 7350.2
10 380 7479.0
10 481 8000.2
11 0 7998.0
11 167 8626.0
11 436 8712.3
11 138 9024.3
11 148 9297.6
11 312 9444.2
12 0 7998.0
12 399 8745.8
12 328 8865.4
12 423 9213.8
12 293 9715.4
12 2 10232.3
13 0 5668.7
13 130 6381.9
13 288 6940.3
13 121 7570.0
13 388 7892.4
13 451 8397.6
14 0 7998.0
14 89 8728.4
14 270 9109.2
14 299 9656.5
14 267 10150.7
14 143 10346.2
15 0 7998.0
15 13 8805.9
15 472 8992.0
15 395 9446.8
15 392 9468.4
15 216 9658.4
16 0 4865.1
16 71 5783.6
16 190 6174.4
16 429 6852.9
16 166 7527.4
16 413 7922.0
17 0 7998.0
17 329 8619.3
17 403 9020.0
17 439 9512.2
17 440 9696.4
17 482 9875.1
18 0 7998.0
18 115 8800.9
18 417 8951.6
18 7 9324.7
18 16 9787.5
18 275 10224.1
19 0 7998.0
19 79 9084.3
19 207 10094.0
19 230 10973.8
19 292 11400.5
19 394 11837.9
20 0 7998.0
20 291 8361.6
20 458 8962.1
20 323 9065.2
20 478 9623.4
20 359 9972.3
21 0 7998.0
21 12 8819.7
21 75 9206.0
21 446 9668.0
21 352 10287.0
21 342 10603.9
22 0 4985.3
22 379 5330.2
22 405 5736.9
22 183 6304.9
22 453 6965.0
22 11 7568.4
23 0 7998.0
23 15 8801.0
23 159 9345.3
23 20 9851.9
23 211 10184.5
23 56 10537.1
24 0 7998.0
24 77 9024.4
24 90 9778.5
24 350 10149.0
24 268 10494.7
24 360 10580.7
25 0 7998.0
25 217 8614.4
25 74 8673.5
25 82 8917.4
25 210 9505.7
25 243 10115.1
26 0 7998.0
26 331 8515.4
26 448 9082.5
26 351 9786.4
26 363 10134.6
26 266 10706.7
27 0 5159.4
27 46 5481.1
27 120 5964.2
27 311 6559.8
27 427 6997.0
27 372 7381.2
28 0 7998.0
28 254 8710.0
28 393 9028.2
28 140 9264.3
28 155 9555.6
28 199 9801.7
29 0 5837.4
29 371 6577.4
29 370 6588.7
29 80 6868.6
29 133 7317.2
29 315 7735.0
30 0 7998.0
30 73 8522.7
30 242 9064.2
30 280 9406.0
30 245 9902.9
30 320 10704.6
31 0 7998.0
31 9 8765.8
31 265 9066.0
31 356 9392.4
31 69 9629.4
31 492 10019.0
32 0 7998.0
32 456 9023.3
32 289 9581.2
32 8 9786.5
32 327 10197.9
32 241 10733.9
33 0 7998.0
33 386 8659.7
33 391 9099.2
33 50 9439.4
33 66 9892.7
33 295 10244.2
34 0 5104.9
34 112 5793.3
34 76 6074.7
34 88 6436.5
34 27 7109.0
34 314 7920.5
35 0 5389.3
35 333 5483.9
35 5 5893.9
35 335 6116.5
35 188 6956.9
35 375 7636.0
36 0 7998.0
36 498 8512.8
36 400 8839.3
36 30 9218.3
36 173 9431.6
36 149 9494.8
37 0 7998.0
37 51 8780.0
37 500 8964.7
37 248 9477.7
37 118 10030.5
37 137 10212.5
38 0 7998.0
38 382 8772.6
38 479 8901.3
38 390 9333.6
38 336 9709.3
38 87 9925.8
39 0 7998.0
39 111 8495.4
39 480 8904.7
39 361 9435.4
39 486 9940.6
39 433 10097.6
40 0 7998.0
40 181 8805.4
40 326 9428.5
40 94 10161.1
40 213 10715.8
40 227 10891.2
41 0 7998.0
41 238 8788.3
41 177 9331.5
41 194 9570.9
41 412 9763.0
41 420 9938.8
42 0 7998.0
42 187 8745.5
42 141 9110.0
42 251 9217.9
42 353 9586.9
42 307 10240.3
43 0 5403.9
43 377 5941.2
43 91 6472.6
43 21 7129.2
43 49 7874.0
43 146 8483.3
44 0 7998.0
44 263 8582.4
44 117 9084.3
44 165 9637.6
44 300 9831.6
44 153 10296.9
45 0 7998.0
45 369 9048.0
45 466 9654.4
45 53 9989.5
45 424 10271.6
45 48 10747.1
46 0 7998.0
46 305 8264.0
46 445 8389.5
46 367 9002.5
46 325 9749.6
46 309 10021.6
47 0 7998.0
47 223 8649.7
47 249 8907.4
47 285 9040.6
47 184 9291.0
47 215 9689.1
48 0 7998.0
48 358 8762.6
48 459 9273.5
48 457 9531.6
48 17 9859.9
48 176 10196.8
49 0 7998.0
49 168 8738.7
49 449 9214.6
49 277 9369.5
49 348 9875.5
49 162 10359.8
50 0 7998.0
50 324 8694.6
50 192 8903.5
50 220 9077.7
50 468 9274.9
50 419 9439.9
51 0 7998.0
51 253 8617.7
51 171 8737.3
51 461 9350.4
51 10 9455.7
51 396 9856.7
52 0 7998.0
52 81 8740.2
52 45 9022.8
52 332 9290.0
52 447 9856.2
52 29 10455.7
53 0 5582.7
53 160 6023.7
53 142 6345.7
53 460 6935.1
53 200 7754.0
53 246 8004.0
54 0 6248.8
54 209 6843.9
54 6 6878.5
54 236 7201.7
54 409 7756.0
54 226 7947.0
55 0 7998.0
55 101 8340.7
55 98 8982.3
55 180 9419.3
55 24 9852.4
55 387 10507.7
56 0 4877.5
56 290 5571.1
56 450 6035.0
56 237 6605.9
56 341 7310.1
56 102 7967.0
57 0 7998.0
57 202 8644.7
57 437 8955.8
57 170 9330.3
57 1 9688.2
57 93 9867.0
58 0 7998.0
58 186 8171.5
58 26 8332.6
58 374 8966.9
58 397 9519.3
58 127 10032.4
59 0 7998.0
59 485 8899.7
59 41 9475.5
59 228 10099.5
59 428 10861.1
59 123 11213.4
60 0 7998.0
60 34 8561.9
60 271 8905.2
60 455 9111.6
60 229 9610.6
60 4 10228.7
61 0 4593.2
61 438 5035.0
61 136 5326.5
61 274 5823.2
61 381 6648.8
61 473 7530.0
62 0 7998.0
62 435 8688.7
62 378 8908.7
62 204 9291.8
62 72 9662.8
62 294 10226.9
63 0 5128.4
63 205 5672.4
63 182 5924.6
63 261 6396.1
63 465 7174.5
63 464 7916.0
64 0 7998.0
64 203 8844.8
64 119 9225.0
64 147 9875.6
64 364 10376.8
64 59 10911.5
65 0 5696.9
65 443 6071.8
65 134 6517.2
65 346 6989.1
65 40 7480.0
65 163 7859.3
66 0 6280.4
66 334 6355.4
66 373 6817.1
66 222 7179.0
66 494 7904.0
66 475 8052.7
67 0 7998.0
67 175 8774.2
67 158 9288.1
67 493 9954.1
67 259 10730.5
67 422 11469.3
68 0 5514.3
68 362 6113.6
68 313 6448.9
68 306 6803.3
68 37 7164.4
68 132 7832.0
69 0 7998.0
69 157 8258.5
69 276 8690.9
69 415 8940.0
69 38 9429.7
69 231 9853.3
70 0 7998.0
70 343 8880.9
70 35 9097.8
70 28 9768.8
70 113 10626.6
70 244 11334.3
71 0 7998.0
71 414 8540.0
71 62 8851.5
71 308 9458.0
71 284 9750.9
71 185 10026.2
72 0 6330.7
72 489 6593.2
72 57 7044.7
72 25 7256.2
72 108 7654.0
72 471 7994.0
73 0 4507.5
73 476 4688.4
73 296 5251.1
73 495 5747.3
73 36 6304.7
73 61 6393.0
74 0 3799.8
74 85 4415.2
74 63 4861.2
74 195 5350.9
74 398 6030.7
74 3 6604.0
75 0 7998.0
75 467 8443.5
75 462 9003.1
75 499 9568.5
75 426 10548.9
75 32 11214.6
76 0 4609.2
76 164 5260.3
76 191 5903.2
76 144 5993.1
76 474 6724.6
76 240 7591.0
77 0 7998.0
77 110 8857.3
77 273 9496.3
77 43 9931.5
77 488 10141.3
77 152 10555.0
78 0 7998.0
78 189 8798.4
78 86 8970.6
78 298 9428.1
78 218 9689.2
78 201 10059.5
79 0 7998.0
79 368 8608.6
79 64 9148.4
79 60 9532.7
79 96 9951.9
79 278 10442.5
80 0 7998.0
80 256 8843.7
80 126 9488.2
80 262 9933.5
80 104 10480.6
80 469 10980.5
81 0 7998.0
81 365 8986.6
81 234 9794.8
81 264 10099.1
81 339 10202.2
81 83 10791.2
82 0 7998.0
82 442 8866.4
82 408 8900.4
82 114 9442.0
82 232 10037.6
82 193 10087.6
83 0 7998.0
83 452 8830.7
83 124 9199.0
83 22 9471.8
83 58 10098.0
83 54 10465.8
84 0 7998.0
84 366 8993.0
84 178 9484.7
84 92 9630.7
84 282 9979.5
84 303 10693.2
85 0 5892.4
85 260 6038.2
85 322 6559.6
85 319 6737.2
85 224 7137.0
85 407 7675.0
86 0 5034.3
86 483 5525.4
86 33 5816.7
86 425 6386.4
86 434 6997.8
86 65 7339.0
87 0 4653.8
87 145 5569.7
87 197 5727.7
87 169 5995.2
87 219 6752.7
87 214 7361.0
88 0 7998.0
88 208 8368.3
88 198 9131.4
88 304 9712.4
88 70 9831.0
88 154 10452.9
89 0 7998.0
89 490 8924.3
89 411 9187.0
89 470 9387.9
89 206 9818.4
89 107 10046.1
90 0 7998.0
90 129 8838.7
90 302 9097.8
90 310 9702.5
90 161 9905.1
90 139 10141.7
91 0 7998.0
91 257 8846.2
91 44 9388.0
91 432 9778.1
91 52 10300.2
91 444 10688.7
92 0 7998.0
92 454 8886.5
92 431 9000.0
92 252 9396.7
92 385 9689.2
92 477 9715.3
93 0 7998.0
93 100 8746.5
93 156 8859.9
93 179 9142.9
93 67 9248.5
93 212 9649.4
94 0 7998.0
94 337 8375.0
94 105 8654.1
94 340 8948.0
94 283 9556.1
94 19 10002.3
95 0 4859.4
95 349 5451.6
95 196 5670.4
95 84 6365.7
95 258 7249.9
95 247 7850.0
96 0 7998.0
96 402 8711.6
96 330 9112.9
96 441 9502.9
96 14 10379.3
96 497 10839.8
97 0 7998.0
97 316 8363.7
97 357 9023.0
97 39 9463.2
97 125 9672.6
97 318 9964.8
98 0 7998.0
98 68 9033.9
98 99 9380.1
98 345 9915.4
98 235 10098.0
98 272 10404.3
99 0 5690.9
99 225 6137.4
99 23 6481.6
99 122 6860.0
99 401 7267.3
99 404 7938.2
==========================
========= SOLUTION (description) ==========
Bus 0
	t=7998.0	PUB ->  (376) t=8345.9
	t=8345.9	(376) ->  (78) t=8524.2
	t=8524.2	(78) ->  (116) t=8671.8
	t=8671.8	(116) ->  (269) t=8809.6
	t=8809.6	(269) ->  (344) t=9132.2
	t=9132.2	(344) ->  PUB
Bus 1
	t=5435.3	PUB ->  (496) t=6051.7
	t=6051.7	(496) ->  (151) t=6592.9
	t=6592.9	(151) ->  (383) t=7253.0
	t=7253.0	(383) ->  (491) t=7885.9
	t=7885.9	(491) ->  (416) t=7953.0
	t=7953.0	(416) ->  PUB
Bus 2
	t=7998.0	PUB ->  (338) t=8529.5
	t=8529.5	(338) ->  (317) t=8632.4
	t=8632.4	(317) ->  (221) t=8821.5
	t=8821.5	(221) ->  (354) t=9318.5
	t=9318.5	(354) ->  (106) t=9785.8
	t=9785.8	(106) ->  PUB
Bus 3
	t=5224.1	PUB ->  (95) t=6012.0
	t=6012.0	(95) ->  (42) t=6462.2
	t=6462.2	(42) ->  (233) t=6545.2
	t=6545.2	(233) ->  (18) t=7002.7
	t=7002.7	(18) ->  (421) t=7637.9
	t=7637.9	(421) ->  PUB
Bus 4
	t=7998.0	PUB ->  (239) t=8491.7
	t=8491.7	(239) ->  (355) t=8949.0
	t=8949.0	(355) ->  (321) t=9492.1
	t=9492.1	(321) ->  (406) t=10255.6
	t=10255.6	(406) ->  (172) t=10593.9
	t=10593.9	(172) ->  PUB
Bus 5
	t=5925.4	PUB ->  (430) t=6058.0
	t=6058.0	(430) ->  (297) t=6307.2
	t=6307.2	(297) ->  (281) t=6494.0
	t=6494.0	(281) ->  (487) t=6804.5
	t=6804.5	(487) ->  (97) t=7299.8
	t=7299.8	(97) ->  PUB
Bus 6
	t=7998.0	PUB ->  (47) t=8858.9
	t=8858.9	(47) ->  (384) t=9384.4
	t=9384.4	(384) ->  (131) t=9672.5
	t=9672.5	(131) ->  (418) t=10404.7
	t=10404.7	(418) ->  (484) t=10826.8
	t=10826.8	(484) ->  PUB
Bus 7
	t=7998.0	PUB ->  (109) t=8702.7
	t=8702.7	(109) ->  (287) t=9396.0
	t=9396.0	(287) ->  (463) t=9981.6
	t=9981.6	(463) ->  (255) t=10674.6
	t=10674.6	(255) ->  (128) t=11371.9
	t=11371.9	(128) ->  PUB
Bus 8
	t=5040.6	PUB ->  (135) t=5530.1
	t=5530.1	(135) ->  (150) t=5918.0
	t=5918.0	(150) ->  (301) t=6584.2
	t=6584.2	(301) ->  (31) t=7401.2
	t=7401.2	(31) ->  (55) t=7902.6
	t=7902.6	(55) ->  PUB
Bus 9
	t=4844.6	PUB ->  (279) t=5594.2
	t=5594.2	(279) ->  (103) t=5798.1
	t=5798.1	(103) ->  (174) t=6293.7
	t=6293.7	(174) ->  (389) t=6933.3
	t=6933.3	(389) ->  (347) t=7476.0
	t=7476.0	(347) ->  PUB
Bus 10
	t=5549.3	PUB ->  (250) t=6364.0
	t=6364.0	(250) ->  (286) t=6594.3
	t=6594.3	(286) ->  (410) t=7350.2
	t=7350.2	(410) ->  (380) t=7479.0
	t=7479.0	(380) ->  (481) t=8000.2
	t=8000.2	(481) ->  PUB
Bus 11
	t=7998.0	PUB ->  (167) t=8626.0
	t=8626.0	(167) ->  (436) t=8712.3
	t=8712.3	(436) ->  (138) t=9024.3
	t=9024.3	(138) ->  (148) t=9297.6
	t=9297.6	(148) ->  (312) t=9444.2
	t=9444.2	(312) ->  PUB
Bus 12
	t=7998.0	PUB ->  (399) t=8745.8
	t=8745.8	(399) ->  (328) t=8865.4
	t=8865.4	(328) ->  (423) t=9213.8
	t=9213.8	(423) ->  (293) t=9715.4
	t=9715.4	(293) ->  (2) t=10232.3
	t=10232.3	(2) ->  PUB
Bus 13
	t=5668.7	PUB ->  (130) t=6381.9
	t=6381.9	(130) ->  (288) t=6940.3
	t=6940.3	(288) ->  (121) t=7570.0
	t=7570.0	(121) ->  (388) t=7892.4
	t=7892.4	(388) ->  (451) t=8397.6
	t=8397.6	(451) ->  PUB
Bus 14
	t=7998.0	PUB ->  (89) t=8728.4
	t=8728.4	(89) ->  (270) t=9109.2
	t=9109.2	(270) ->  (299) t=9656.5
	t=9656.5	(299) ->  (267) t=10150.7
	t=10150.7	(267) ->  (143) t=10346.2
	t=10346.2	(143) ->  PUB
Bus 15
	t=7998.0	PUB ->  (13) t=8805.9
	t=8805.9	(13) ->  (472) t=8992.0
	t=8992.0	(472) ->  (395) t=9446.8
	t=9446.8	(395) ->  (392) t=9468.4
	t=9468.4	(392) ->  (216) t=9658.4
	t=9658.4	(216) ->  PUB
Bus 16
	t=4865.1	PUB ->  (71) t=5783.6
	t=5783.6	(71) ->  (190) t=6174.4
	t=6174.4	(190) ->  (429) t=6852.9
	t=6852.9	(429) ->  (166) t=7527.4
	t=7527.4	(166) ->  (413) t=7922.0
	t=7922.0	(413) ->  PUB
Bus 17
	t=7998.0	PUB ->  (329) t=8619.3
	t=8619.3	(329) ->  (403) t=9020.0
	t=9020.0	(403) ->  (439) t=9512.2
	t=9512.2	(439) ->  (440) t=9696.4
	t=9696.4	(440) ->  (482) t=9875.1
	t=9875.1	(482) ->  PUB
Bus 18
	t=7998.0	PUB ->  (115) t=8800.9
	t=8800.9	(115) ->  (417) t=8951.6
	t=8951.6	(417) ->  (7) t=9324.7
	t=9324.7	(7) ->  (16) t=9787.5
	t=9787.5	(16) ->  (275) t=10224.1
	t=10224.1	(275) ->  PUB
Bus 19
	t=7998.0	PUB ->  (79) t=9084.3
	t=9084.3	(79) ->  (207) t=10094.0
	t=10094.0	(207) ->  (230) t=10973.8
	t=10973.8	(230) ->  (292) t=11400.5
	t=11400.5	(292) ->  (394) t=11837.9
	t=11837.9	(394) ->  PUB
Bus 20
	t=7998.0	PUB ->  (291) t=8361.6
	t=8361.6	(291) ->  (458) t=8962.1
	t=8962.1	(458) ->  (323) t=9065.2
	t=9065.2	(323) ->  (478) t=9623.4
	t=9623.4	(478) ->  (359) t=9972.3
	t=9972.3	(359) ->  PUB
Bus 21
	t=7998.0	PUB ->  (12) t=8819.7
	t=8819.7	(12) ->  (75) t=9206.0
	t=9206.0	(75) ->  (446) t=9668.0
	t=9668.0	(446) ->  (352) t=10287.0
	t=10287.0	(352) ->  (342) t=10603.9
	t=10603.9	(342) ->  PUB
Bus 22
